000773:931.766,29.9634,166.145,932.06,26.2162,169.028,932.566,32.9431,169.121,934.841,20.2539,163.92,933.617,36.8615,164.409,935.964,12.4562,142.67,932.047,44.1609,145.715,936.492,0.624722,117.838,925.433,58.8846,132.75,930.425,-4.46805,98.4621,911.626,64.9654,141.808,943.757,20.154,89.9443,942.492,40.0381,90.8941,947.955,20.7476,50.5305,949.454,40.0644,50.9358,958.924,22.6885,12.4354,966.675,42.5824,12.6334,914.805,76.4705,183.927,920.449,71.0318,196.3,915.01,81.0788,206.068,908.704,86.7573,193.352,0,0,0
000774:931.163,29.9144,165.986,931.495,26.1609,168.871,932.031,32.897,168.974,934.482,20.1544,163.758,933.576,36.7838,164.261,935.835,12.2667,142.396,932.567,44.0815,145.579,938.107,0.254388,117.334,925.437,58.6789,132.747,931.625,-4.8226,97.7295,910.434,64.5222,142.029,943.905,20.131,89.7149,943.073,40.0739,90.7544,947.662,21.0597,50.431,949.807,40.3023,50.9019,957.703,23.222,12.4613,967.26,42.669,12.6747,914.608,76.7202,183.99,919.811,71.4297,196.556,914.32,81.7544,206.187,908.383,87.2755,193.288,0,0,0
000775:930.339,29.812,166.174,930.841,26.0737,169.058,931.365,32.7851,169.181,934.246,20.1427,164.055,932.796,36.7105,164.567,935.857,12.368,142.857,931.019,44.1031,146.075,936.736,0.654783,117.987,924.359,58.7125,133.31,928.829,-3.96788,98.8967,911.187,64.6963,142.37,942.171,20.3058,90.4459,940.382,40.109,91.5522,946.674,21.3711,51.143,947.272,40.2116,51.7506,958.33,23.959,13.0609,966.464,42.7339,13.4028,914.692,77.0347,184.185,920.41,71.8452,196.676,915.604,82.1415,206.265,909.377,87.563,193.441,0,0,0
000776:930.443,29.8926,166.158,930.764,26.1289,169.029,931.443,32.8345,169.157,933.364,20.1129,163.954,932.703,36.5583,164.468,934.019,12.3734,142.71,931.267,43.7544,145.954,934.969,0.723237,117.853,924.25,58.33,133.293,928.774,-4.02633,98.5952,909.105,64.7207,142.472,942.069,20.3899,90.2413,941.683,39.9837,91.3574,945.406,21.7919,51.0885,947.706,40.1481,51.6552,957.399,24.687,13.1207,966.348,42.7407,13.5424,913.969,77.4125,184.278,920.096,72.2562,196.783,915.794,82.6059,206.315,909.02,88.0021,193.463,0,0,0
000777:929.471,29.6629,165.736,929.941,25.9278,168.618,930.52,32.6298,168.753,933.433,20.0515,163.696,932.682,36.5243,164.258,935.434,12.3231,142.542,931.604,43.9932,145.962,937.845,0.379787,117.599,924.497,58.6984,133.48,929.963,-4.7307,98.211,909.727,64.8866,142.447,942.221,20.5049,90.3685,941.26,40.1417,91.5611,944.151,22.0673,51.4013,946.247,40.2163,52.0013,955.614,25.1843,13.5776,965.84,42.6164,13.8019,915.086,77.5332,184.128,922.005,72.5409,196.605,917.51,82.8988,206.06,910.048,88.1185,193.261,0,0,0
000778:929.928,29.7671,165.639,930.366,26.0368,168.542,930.626,32.7436,168.672,932.752,20.1953,163.674,931.248,36.691,164.206,933.583,12.5278,142.669,929.383,44.1674,146.085,936.203,1.07026,117.791,921.011,58.8017,133.688,934.041,-3.08308,98.8114,907.109,64.9294,142.782,941.708,20.5189,90.5203,940.703,40.1355,91.7092,945.165,22.1895,51.2552,947.233,40.0451,51.829,954.426,25.9907,13.4957,965.001,42.8164,13.6131,915.093,78.0282,184.429,921.957,73.1822,196.948,918.991,83.682,206.322,911.457,88.7246,193.453,0,0,0
000779:928.999,29.6903,165.516,929.556,25.9782,168.442,930.393,32.671,168.562,933.137,20.1945,163.652,932.559,36.588,164.19,933.426,12.5608,142.695,931.456,43.9897,146.156,933.259,1.02127,117.793,924.066,58.4652,133.784,928.195,-3.592,98.5241,909.789,64.7491,142.683,938.448,20.5537,90.775,938.232,39.9176,91.9801,943.018,22.524,51.5576,944.968,39.8222,52.1981,954.245,26.5562,13.7466,962.825,42.6033,14.1665,915.861,78.3268,184.54,923.645,73.7307,197.153,920.361,84.3685,206.356,912.022,89.1832,193.425,0,0,0
000780:928.403,29.6954,165.37,929.016,25.966,168.296,929.613,32.6613,168.386,932.358,20.1179,163.406,931.431,36.4698,163.961,933.562,12.4193,142.342,930.308,43.7821,146.036,935.611,0.611393,117.192,921.225,58.5221,134.245,932.437,-4.54967,97.1053,904.608,65.1198,143.728,940.776,20.4235,90.4148,940.329,39.7506,91.7442,943.83,22.7225,51.4378,946.213,39.79,52.1268,953.615,27.3073,13.9608,963.455,42.736,14.3968,914.537,78.7673,184.904,922.986,74.2048,197.373,921.212,84.8428,206.498,912.173,89.6366,193.708,0,0,0
000781:928.556,29.7276,165.331,929.396,26.0297,168.266,929.823,32.7229,168.349,932.982,20.2345,163.283,931.632,36.5893,163.835,933.767,12.6409,142.127,929.699,43.8818,145.864,932.377,1.20733,116.798,921.319,58.4497,133.692,924.119,-3.63373,96.9015,905.591,64.6973,143.02,939.693,20.6401,90.4769,938.759,39.8562,91.8305,942.362,23.1921,51.6831,943.609,39.7679,52.4947,951.429,28.2991,14.4928,959.801,42.7526,15.0077,915.104,78.848,184.858,923.243,74.3128,197.522,922.564,85.2135,206.774,913.929,90.0073,193.778,0,0,0
000782:927.733,29.6908,165.105,928.507,25.9638,168.071,929.046,32.6644,168.156,931.998,20.1309,163.244,930.514,36.4619,163.792,933.103,12.5317,142.174,928.163,43.7741,145.97,933.857,1.2967,116.847,920.016,58.4384,133.973,925.381,-2.71479,97.3721,906.358,65.0208,143.17,938.319,20.5987,90.4626,937.043,39.7204,91.9202,940.637,23.5357,51.6442,942.788,39.548,52.4372,949.346,29.3393,14.4444,961.273,42.6215,14.737,915.222,79.3139,184.591,924.03,74.9167,197.219,923.032,85.7675,206.318,913.906,90.4102,193.384,0,0,0
000783:926.516,29.7361,164.889,927.313,26.0057,167.818,928.069,32.6799,167.929,931.555,20.1123,162.889,930.443,36.3447,163.486,933.582,12.5374,141.684,929.184,43.5598,145.671,936.364,1.01097,116.26,920.697,58.1896,134.135,933.985,-3.57769,96.1928,905.486,64.9031,143.904,938.146,20.8211,90.0473,937.237,39.831,91.5833,940.683,23.8715,51.368,943.173,39.7981,52.2052,950.926,29.5059,14.1338,962.815,42.654,14.5935,915.54,79.6008,184.606,924.877,75.3806,197.334,924.148,86.4755,206.253,914.235,90.949,193.202,0,0,0
000784:926.763,29.7777,164.543,927.561,26.0567,167.479,928.376,32.7132,167.59,932.04,20.1578,162.616,931.488,36.4192,163.203,933.522,12.5312,141.516,931.635,43.7408,145.332,935.336,1.27004,116.157,925.247,58.4681,133.209,932.099,-2.523,96.6562,910.047,65.209,142.498,938.488,20.7393,90.0603,938.243,39.8507,91.5219,940.952,23.9312,51.4968,941.37,39.8467,52.5127,952.174,29.7097,14.255,959.167,42.6072,15.2143,916.86,80.0322,184.196,925.654,75.631,197.085,923.916,86.8387,206.251,914.368,91.4787,193.006,0,0,0
000785:926.584,29.9229,164.172,927.299,26.1616,167.06,928.301,32.7681,167.228,930.783,20.094,162.198,930.555,36.2334,162.777,931.817,12.5536,141.199,929.434,43.3591,145.086,936.415,1.72177,116.101,921.417,57.8851,133.39,938.45,-1.09841,97.4137,905.119,64.8165,143.075,936.503,21.0134,89.9927,936.553,39.8982,91.4989,938.86,24.2308,51.4024,940.042,39.6145,52.3806,953.423,30.3233,13.7982,961.985,42.3926,14.5913,915.089,80.2005,184.066,923.853,75.9734,196.942,923.237,87.2703,205.843,913.696,91.7082,192.59,0,0,0
