000700:1033.47,-107.516,154.628,1035.67,-110.214,157.544,1035.67,-104.122,157.584,1042.28,-113.332,154.116,1043.44,-97.2169,154.708,1052.49,-118.164,133.257,1043.67,-87.8934,135.448,1060.34,-126.481,109.515,1026.27,-78.6422,113.761,1042.46,-131.131,96.55,1008.34,-92.3893,107.398,1048.28,-111.25,82.4575,1045.11,-89.0909,83.8295,1052.12,-115.206,47.3786,1048.98,-79.0095,48.7864,1067.83,-113.436,10.8095,1071.27,-58.7424,12.2904,1005.05,-129.646,127.889,1000.81,-143.017,128.511,1002.97,-148.47,144.761,1006.02,-134.458,144.266,0,0,0
000701:1034.56,-108.232,154.549,1036.03,-110.909,157.459,1036.22,-104.783,157.503,1041.22,-113.905,154.098,1042.52,-97.7279,154.719,1050.76,-118.763,133.305,1040.8,-88.0805,135.553,1062.95,-127.692,109.507,1019.58,-78.479,114.018,1054.16,-133.557,96.0886,999.016,-92.3837,107.745,1046.76,-111.552,82.6579,1043.11,-89.2358,84.0674,1051.67,-115.643,47.5425,1046.57,-79.3617,49.0672,1067.6,-113.641,11.0064,1069.51,-59.2545,12.4918,1004.43,-130.762,127.351,1001.04,-144.193,127.918,1002.59,-149.649,144.13,1005.05,-135.606,143.679,0,0,0
000702:1036.14,-109.394,154.551,1037.45,-111.944,157.391,1037.07,-105.75,157.344,1044.23,-115.094,153.993,1042.92,-98.5369,154.501,1053.14,-119.621,132.986,1040.85,-89.0616,135.364,1063.73,-128.29,108.571,1022.1,-80.4095,113.702,1054.85,-134.614,94.5852,995.798,-93.4741,107.452,1049.15,-112.68,81.9583,1043.95,-90.3493,83.7017,1050.29,-115.904,47.2103,1042.51,-79.5145,49.1798,1067.33,-113.692,10.6236,1069.64,-59.5715,12.764,1008.32,-132.668,126.278,1006.71,-146.361,127.195,1008.05,-151.632,143.719,1009.01,-137.391,142.793,0,0,0
000703:1034.56,-110.268,154.448,1036.66,-112.893,157.25,1035.92,-106.71,157.241,1045.55,-116.178,153.815,1043.71,-99.7016,154.368,1055.52,-120.609,132.86,1042.78,-90.3295,135.226,1061.86,-128.484,108.806,1022.24,-81.252,113.573,1045.39,-133.477,95.5664,993.313,-93.6163,107.201,1049.6,-113.468,82.1865,1044.2,-91.3511,83.9588,1049.86,-116.295,47.494,1043.27,-80.4412,49.4315,1065.13,-113.7,11.0637,1068.26,-60.1338,13.1678,1006.63,-133.467,125.335,1006.37,-147.511,125.745,1009.62,-153.534,142.29,1009.19,-138.891,141.877,0,0,0
000704:1033.19,-110.972,153.777,1035.04,-113.567,156.578,1034.51,-107.406,156.553,1043.17,-116.719,153.161,1041.69,-100.344,153.695,1051.64,-120.902,132.323,1040.97,-91.058,134.645,1057.58,-128.769,108.506,1025.13,-82.3182,112.949,1041.29,-134.029,95.38,1001.56,-95.333,106.412,1045.95,-113.761,81.9984,1041.08,-91.8832,83.7439,1048.51,-116.76,47.2901,1039.76,-81.1365,49.3923,1067.61,-113.888,10.6296,1065.79,-60.4311,13.1204,1007.83,-134.695,124.367,1007.68,-148.628,124.59,1010.02,-154.714,140.99,1009.3,-140.156,140.787,0,0,0
000705:1032.49,-111.958,153.447,1034.52,-114.532,156.26,1033.85,-108.379,156.226,1043.47,-117.599,152.868,1041.18,-101.248,153.468,1052.85,-121.656,132.006,1040.03,-91.9024,134.354,1059.33,-129.282,108.011,1021.37,-83.4687,112.604,1041.46,-134.321,94.8124,994.696,-96.4914,106.023,1047.12,-114.562,81.4389,1041.31,-92.7791,83.2719,1049.73,-117.301,46.7541,1039.78,-81.8927,49.0173,1069.12,-113.928,10.1987,1066.66,-60.9515,12.9294,1008.02,-136.063,123.67,1007.41,-149.696,124.068,1008.75,-155.355,140.272,1008.46,-141.14,139.909,0,0,0
000706:1032.85,-112.602,153.25,1034.85,-115.215,156.073,1034.33,-109.023,155.993,1042.89,-118.377,152.518,1041.79,-102.072,153.028,1051.09,-122.56,131.448,1040.85,-92.9026,133.707,1056.83,-130.394,107.574,1024.58,-84.2074,111.742,1040.79,-135.826,94.2217,998.135,-96.8666,104.859,1044.72,-115.309,81.1129,1040.43,-93.6437,82.9144,1047.07,-117.768,46.7051,1037.95,-82.7751,48.9845,1066.96,-113.653,10.3725,1062.31,-61.2084,13.3521,1004.55,-136.612,122.869,1003.24,-150.325,123.203,1006.17,-156.375,139.601,1006.65,-142.019,139.311,0,0,0
000707:1035.91,-113.498,152.964,1037.13,-116.077,155.826,1036.97,-109.877,155.703,1042.21,-119.045,152.188,1041.71,-102.745,152.73,1047.46,-122.934,131.069,1039.42,-93.5839,133.377,1051.87,-130.406,106.96,1027.9,-85.5674,111.324,1033.73,-135.723,93.0278,1009.03,-99.3671,104.303,1043.92,-115.89,80.7162,1040.41,-94.3704,82.518,1047.08,-118.239,46.3893,1037.14,-83.5332,48.7753,1068.44,-113.66,10.1328,1062.26,-61.7904,13.3083,1005.32,-137.875,122.044,1002.72,-151.437,122.197,1004.13,-157.514,138.558,1006.07,-143.318,138.477,0,0,0
000708:1034.13,-114.103,152.798,1036.11,-116.784,155.648,1035.82,-110.593,155.544,1043.57,-119.977,152.022,1042.72,-103.676,152.61,1049.92,-123.854,130.973,1041.78,-94.5888,133.194,1051.5,-130.661,107.356,1025.93,-85.8751,111.283,1025.51,-134.159,94.6207,1001.12,-98.6348,104.304,1044.66,-116.645,80.5338,1041.23,-95.1959,82.3171,1046.72,-118.714,46.2279,1038.66,-84.2844,48.4885,1067.65,-113.951,10.0418,1063.66,-62.4363,12.9898,1003.41,-138.392,121.629,1002.6,-152.239,121.402,1006.37,-158.98,137.614,1006.21,-144.429,137.932,0,0,0
000709:1035.5,-115.062,152.574,1036.93,-117.703,155.399,1036.93,-111.523,155.306,1042.46,-120.629,151.615,1041.89,-104.419,152.245,1046.17,-124.09,130.545,1039.48,-95.1304,132.809,1047.63,-130.682,107.216,1024.8,-86.5774,111.04,1028.16,-134.842,94.8063,1000.7,-100.054,104.387,1041.32,-116.648,80.6949,1038.18,-95.3621,82.411,1046.07,-119.17,46.3388,1034.99,-84.9601,48.7456,1068.08,-114.015,10.2023,1056.61,-62.7924,13.5356,1004.19,-139.857,120.757,1002.25,-153.56,120.387,1005.74,-160.383,136.51,1007.18,-146.006,136.952,0,0,0
000710:1035.13,-115.909,152.155,1037.29,-118.562,155.018,1036.21,-112.311,154.923,1044.84,-121.479,151.413,1041.25,-105.099,152.079,1052.36,-125.174,130.291,1037.71,-95.6331,132.789,1059.69,-132.497,106.201,1019.19,-86.8395,111.223,1040.78,-137.837,92.4938,998.495,-100.803,104.497,1045.75,-117.567,80.1742,1038.39,-96.0357,82.1293,1047.85,-119.895,46.048,1032.24,-85.6426,48.7471,1068.37,-114.109,10.1698,1055.79,-63.361,13.5152,1004.21,-141.218,119.788,1002.4,-154.814,119.2,1004.86,-161.702,135.125,1005.99,-147.467,135.805,0,0,0
000711:1036.66,-116.822,151.77,1037.67,-119.443,154.59,1037.63,-113.273,154.507,1042.32,-122.185,150.816,1040.83,-106.026,151.555,1046.79,-125.578,129.886,1037.18,-96.5145,132.315,1055.53,-132.782,106.343,1020.58,-87.5487,110.851,1039.49,-137.696,93.5611,1002.19,-101.513,103.935,1043.64,-117.967,80.5531,1038.75,-96.7692,82.3459,1044.79,-119.924,46.5663,1030.6,-86.6865,49.1507,1069.01,-114.086,10.5363,1057.44,-65.112,13.4445,1005.89,-142.903,119.018,1004.53,-156.529,118.223,1005.16,-163.293,133.983,1006.32,-149.056,134.838,0,0,0
000712:1035.65,-117.58,151.332,1036.81,-120.179,154.156,1036.75,-114.064,154.083,1041.95,-122.858,150.486,1040.47,-106.904,151.228,1046.43,-126.07,129.749,1037.57,-97.5341,132.102,1053.7,-132.955,106.232,1023.27,-89.2627,110.334,1041.27,-138.677,92.9528,1001.93,-102.883,102.977,1042.52,-118.341,80.4516,1038.36,-97.5637,82.2159,1044.7,-120.302,46.5167,1032.8,-87.9693,48.9113,1067.75,-114.16,10.8496,1057.07,-66.3284,13.645,1004.6,-143.626,118.358,1001.98,-156.979,117.459,1003.3,-163.911,133.042,1005.78,-149.923,134.018,0,0,0
000713:1035.21,-118.387,151.139,1035.75,-120.935,153.937,1036.02,-114.89,153.915,1038.69,-123.25,150.367,1037.88,-107.558,151.178,1040.91,-125.95,130.032,1035.01,-98.1536,132.229,1046.5,-132.119,107.091,1021.64,-90.1358,110.396,1030.37,-136.635,94.7927,1004.5,-104.242,102.727,1041.15,-118.599,81.0998,1037.71,-98.1927,82.7799,1045.07,-120.491,46.9332,1031.82,-88.8507,49.3615,1069.18,-114.351,11.0796,1053.02,-67.4381,14.1533,1006.07,-144.848,117.362,1004.58,-158.511,115.869,1008.34,-166.287,131.309,1009.8,-151.895,132.884,0,0,0
000714:1034.32,-119.199,150.724,1035.17,-121.765,153.52,1035.24,-115.726,153.518,1039.35,-124.157,149.918,1037.54,-108.494,150.783,1042.58,-126.888,129.481,1034.71,-99.0873,131.863,1050.26,-133.382,106.127,1022.38,-91.126,110.009,1040.76,-139.583,92.7605,1006.22,-105.143,102.072,1040.45,-119.034,80.753,1035.86,-98.767,82.5297,1044.85,-120.893,46.6441,1028.29,-89.7323,49.333,1070.9,-114.556,10.806,1049.67,-68.4848,14.2343,1005.38,-146.114,116.285,1003.22,-159.666,114.697,1005.9,-167.38,130.074,1008.31,-153.148,131.728,0,0,0
000715:1031.59,-119.947,150.4,1032.84,-122.515,153.178,1032.38,-116.527,153.228,1039.15,-124.965,149.703,1035.68,-109.432,150.661,1045.08,-127.647,129.484,1033.79,-100.094,132.024,1054.81,-133.962,105.946,1016.23,-91.6207,110.454,1044.27,-140.345,92.2379,994.835,-104.361,102.415,1043.4,-119.669,80.8454,1037.13,-99.664,82.7368,1044.89,-121.077,46.7635,1028.07,-90.7733,49.4673,1070.11,-114.495,10.9797,1049.65,-69.6499,14.1878,1004.52,-146.97,115.506,1002.83,-160.474,113.498,1007.13,-168.748,128.478,1008.92,-154.551,130.565,0,0,0
