543.966,179.367,232.076
540.46,179.853,231.78
538.86,179.855,231.158
535.652,179.864,230.9
532.466,179.872,230.643
529.338,179.878,229.904
526.193,179.886,229.652
524.666,179.887,229.046
521.55,179.896,228.798
518.466,179.901,228.072
516.693,180.369,227.921
515.169,180.37,227.322
512.14,180.376,227.085
509.142,180.38,226.375
506.136,180.384,225.667
503.175,180.388,224.966
501.683,180.391,224.851
497.272,180.398,224.044
495.836,180.399,223.467
494.125,180.851,222.86
491.227,180.855,222.643
488.333,180.857,221.962
486.924,180.857,221.393
484.082,180.86,220.722
481.221,180.864,220.512
478.414,180.866,219.848
476.785,181.308,219.262
472.851,180.871,218.532
471.488,180.871,217.98
469.883,181.309,217.403
467.12,181.309,216.755
464.397,181.31,216.114
461.692,181.311,215.477
460.363,181.31,214.937
457.681,181.311,214.307
455.015,181.312,213.681
452.366,181.312,213.059
450.822,181.739,212.504
449.525,181.738,211.976
444.27,181.738,211.193
445.656,181.734,210.403
440.471,181.734,209.634
440.218,182.154,209.173
436.408,182.152,208.499
433.819,182.15,207.904
430.076,182.146,206.81
428.862,182.144,206.306
429.906,182.557,205.93
427.436,182.552,204.924
421.164,182.547,204.131
421.231,182.543,203.282
419.996,182.54,202.787
416.301,182.535,201.732
417.382,182.942,201.36
416.18,182.939,200.871
413.765,182.932,199.897
411.386,182.926,198.93
408.987,182.922,198.386
406.635,182.916,197.43
405.243,183.313,196.519
404.098,183.309,196.046
401.75,183.301,195.102
400.395,183.695,194.203
398.068,183.686,193.269
395.765,183.68,192.753
393.463,183.671,191.83
391.196,183.663,190.912
389.85,184.05,190.033
388.757,184.044,189.172
386.516,184.034,188.269
384.287,184.025,187.371
331.082,186.662,158.662
