566.203,181.832,252.585
562.808,181.834,252.241
561.119,181.834,252.069
559.436,181.835,251.898
556.371,181.35,251.099
553.043,181.353,250.763
551.387,181.354,250.596
549.763,181.356,250.432
546.479,181.359,250.1
543.486,180.884,249.812
541.873,180.884,249.155
540.281,180.887,248.995
537.071,180.889,248.181
535.468,180.891,248.021
533.871,180.893,247.861
530.729,180.896,247.059
527.834,180.431,246.785
526.262,180.434,246.629
524.732,180.435,245.992
521.613,180.441,245.684
520.097,180.442,245.052
518.55,180.445,244.9
517.044,180.445,244.272
513.975,180.451,243.972
511.194,179.995,243.237
509.701,179.998,243.091
508.199,180,242.47
505.211,180.008,242.181
503.723,180.009,241.565
502.264,180.01,240.952
500.799,180.014,240.812
496.622,179.57,239.957
495.186,179.572,239.352
493.743,179.577,239.216
490.833,179.584,238.476
489.415,179.586,237.877
488.001,179.588,237.281
483.941,179.152,236.455
482.533,179.158,236.325
481.152,179.158,235.277
479.753,179.163,235.149
478.369,179.166,234.564
475.555,179.174,233.852
474.184,179.177,233.272
471.42,179.185,232.569
468.916,178.754,231.905
467.565,178.758,231.332
464.842,178.767,230.642
463.503,178.77,230.074
462.18,178.772,229.06
460.849,178.775,228.497
458.166,178.784,227.821
456.848,178.787,227.262
455.533,178.791,226.706
452.882,178.8,226.04
451.579,178.803,225.488
448.962,178.81,224.388
447.718,178.813,223.845
441.396,178.415,222.907
442.747,178.404,222.137
441.497,178.408,221.6
437.635,178.424,220.861
436.388,178.426,219.892
435.179,178.43,219.365
433.917,178.432,218.4
431.371,178.442,217.776
428.895,178.45,216.729
427.708,178.454,216.211
426.535,178.455,215.266
425.265,178.459,214.745
424.053,178.461,213.801
375.3,178.195,185.901
