309.323,-69.8728,321.1
308.357,-70.3598,320.106
306.59,-70.5387,319.324
305.623,-71.0221,318.737
304.659,-71.5052,318.153
303.702,-71.9868,317.168
302.739,-72.4661,316.585
300.997,-72.6385,315.817
300.046,-73.1159,314.838
299.094,-73.5923,314.262
298.146,-74.067,313.287
296.428,-74.2357,312.532
295.479,-74.7069,311.959
294.539,-75.1775,310.992
293.596,-75.6473,310.423
291.901,-75.8107,309.282
290.971,-76.2787,308.323
290.032,-76.7432,307.758
289.102,-77.2073,306.802
288.169,-77.6705,306.241
286.501,-77.8292,305.118
285.581,-78.2907,304.17
284.659,-78.7494,303.222
282.999,-78.9042,302.502
282.085,-79.3617,301.56
281.174,-79.8181,300.62
280.263,-80.2732,299.682
278.626,-80.4227,298.586
277.721,-80.8753,297.653
276.817,-81.3266,296.723
275.198,-81.4745,295.638
274.3,-81.9233,294.713
273.403,-82.3709,293.79
271.798,-82.5157,292.717
270.907,-82.9608,291.799
270.016,-83.4048,290.883
269.127,-83.8475,289.969
267.541,-83.988,288.911
266.657,-84.4283,288.002
265.775,-84.8674,287.095
264.203,-85.0049,286.048
263.326,-85.4416,285.146
261.769,-85.5792,284.107
260.903,-86.0143,282.832
260.032,-86.4474,281.937
259.166,-86.8813,281.045
257.63,-87.0138,279.644
256.769,-87.4453,278.757
255.912,-87.8745,277.495
255.05,-88.3019,276.613
253.528,-88.4317,275.604
252.682,-88.8594,274.352
251.832,-89.284,273.102
250.325,-89.4113,272.106
249.484,-89.8356,270.863
247.988,-89.9599,269.502
247.147,-90.3814,268.638
246.312,-90.8025,267.404
244.834,-90.9263,266.057
244.005,-91.3453,264.83
243.171,-91.7625,263.976
241.706,-91.8838,262.643
240.878,-92.2973,261.424
240.056,-92.7119,260.208
238.604,-92.8307,258.889
237.787,-93.2433,257.68
237.082,-93.3067,256.475
236.268,-93.7177,255.272
234.832,-93.834,253.97
234.022,-94.2429,252.773
233.214,-94.6509,251.578
204.492,-102.989,209.341
