527.737,-172.161,177.597
526.188,-172.109,176.494
523.074,-171.997,175.904
521.537,-171.946,175.343
520.008,-171.895,174.251
518.482,-171.844,173.695
516.96,-171.793,173.141
516.749,-172.277,172.608
515.232,-172.225,172.056
513.721,-172.174,171.506
512.214,-172.124,170.958
510.738,-172.082,169.883
510.764,-172.092,169.355
509.267,-172.041,168.812
507.799,-172.001,168.271
506.311,-171.951,167.731
504.854,-171.91,166.669
504.88,-171.92,166.144
503.426,-171.88,165.609
501.954,-171.83,164.553
500.485,-171.781,164.022
499.047,-171.741,162.972
497.587,-171.692,162.446
496.156,-171.653,161.921
494.731,-171.614,160.878
493.287,-171.565,159.839
491.869,-171.527,159.321
490.432,-171.479,158.804
489.025,-171.441,157.773
487.622,-171.403,156.744
486.223,-171.365,156.234
484.805,-171.317,155.211
483.414,-171.28,154.704
482.027,-171.243,154.199
481.826,-171.708,153.175
478.994,-171.602,152.173
479.046,-171.622,151.152
477.672,-171.585,150.654
475.141,-171.05,149.663
473.756,-171.003,149.17
472.401,-170.967,148.172
471.05,-170.932,147.176
469.703,-170.896,146.184
468.361,-170.86,145.194
467.022,-170.825,144.207
465.688,-170.79,143.224
464.358,-170.755,142.243
463.032,-170.72,141.265
461.71,-170.686,140.29
460.391,-170.651,139.317
459.077,-170.617,138.348
459.13,-170.638,137.348
457.818,-170.604,136.881
456.537,-170.581,135.918
455.235,-170.547,134.957
453.936,-170.514,134
452.642,-170.481,133.045
451.377,-170.459,132.092
450.09,-170.426,131.143
448.807,-170.393,130.196
448.64,-170.852,129.21
447.362,-170.818,128.268
446.087,-170.785,127.329
446.167,-170.817,125.849
443.576,-170.731,124.966
443.604,-170.741,123.983
440.229,-169.768,123.151
440.067,-170.223,121.686
437.779,-169.729,120.815
436.559,-169.71,119.895
435.343,-169.691,118.977
401.195,-168.002,83.22
