006359:1035.99,99.9641,142.654,1036.55,97.6285,146.289,1034.82,102.635,144.892,1037.54,92.3374,146.352,1037.41,105.318,143.289,1040.8,81.0332,130.911,1037.91,107.924,123.611,1053.61,63.596,118.881,1035.94,116.403,99.3194,1079.18,51.0761,110.362,1026.2,123.343,76.4581,1029.48,80.6779,83.2634,1030.46,97.6832,78.8863,987.636,73.1446,55.4986,999.172,91.066,51.2426,1004.5,87.5226,27.8574,1019.54,101.866,17.8624,976.192,132.254,70.7855,985.004,140.825,66.0237,977.16,144.664,54.3348,966.078,136.216,59.8324
006360:1046.61,100.468,144.296,1046.17,98.0754,147.936,1044.6,103.105,146.548,1042.51,92.7515,147.605,1041.77,105.739,144.503,1041.75,81.713,131.297,1036.14,108.29,124.193,1049.27,63.8887,118.762,1034.9,117.003,100.132,1068.04,49.6133,109.105,1025.87,124.008,77.9493,1029.92,81.7361,82.4181,1030.36,98.6411,78.1229,984.07,73.3836,55.1305,999.834,91.7965,50.5461,994.205,86.8077,28.4022,1023.69,103.319,17.0427,976.956,134.312,70.23,982.393,141.425,65.1407,962.061,143.544,54.4462,956.243,136.055,63.2042
006361:1036.21,100.241,144.599,1036.96,97.9353,148.125,1034.38,102.885,146.808,1039.22,93.0618,147.757,1036.92,105.905,144.657,1043.76,82.0878,131.244,1037.13,108.938,123.952,1047.09,63.1161,119.511,1035.48,117.846,100.144,1053.85,47.7666,110.564,1019.44,124.422,79.1807,1035.46,82.4431,81.6882,1034.88,99.4243,77.2419,985.089,73.8215,55.1469,999.428,91.9524,50.5916,996.616,87.879,28.9377,1023.62,103.429,17.8366,976.748,135.363,70.2597,983.249,143.497,67.2623,975.428,147.315,56.6536,974.996,139.548,59.2199
006362:1036.24,100.939,144.118,1037.05,98.6698,147.684,1033.4,103.479,146.339,1037.55,93.3496,147.492,1033.7,105.865,144.473,1043.53,81.9623,131.011,1032.15,108.176,123.869,1059.11,63.8287,119.613,1030.47,117.322,100.099,1084.46,51.7884,112.949,1018.87,124.905,78.7624,1034.52,81.5605,81.0148,1031.73,98.3484,76.9511,984.175,73.9263,54.581,997.832,92.3887,50.38,995.439,88.3247,28.4758,1024.31,104.864,17.6348,969.643,135.1,72.328,981.41,144.61,71.6967,971.487,148.465,60.1693,972.576,140.148,60.4786
006363:1032.76,100.911,143.972,1034.13,98.7329,147.437,1029.76,103.44,146.201,1036.32,94.006,147.093,1030.75,106.304,144.339,1045.43,83.4298,130.461,1031.02,109.186,123.749,1065.71,65.4381,119.336,1030.12,118.075,100.162,1101.32,53.2397,113.736,1017.6,125.013,79.3617,1039.9,83.6568,80.1487,1034.75,100.077,76.4077,994.702,76.1119,53.0226,1002.28,93.706,49.4483,1010.02,90.5142,26.1334,1029.87,105.991,16.6592,970.758,137.135,71.752,979.938,146.206,69.6742,975.394,151.467,58.3292,970.573,141.25,61.1786
006364:1028.86,101.803,144.211,1030.54,99.5259,147.614,1027.03,104.484,146.39,1035.27,94.3059,146.925,1031.6,106.928,144.142,1045.7,83.1401,130.206,1033.82,109.167,123.371,1064.67,65.369,119.723,1029.13,117.782,99.9627,1106,53.4996,115.368,1013.83,125.436,79.5262,1037.3,82.8756,79.6399,1033.05,99.4102,76.0715,993.452,76.8373,51.64,999.488,94.0723,48.438,1007.71,91.7607,24.0642,1021.09,106.202,15.5647,967.786,137.76,73.5522,984.519,148.693,69.4041,978.606,153.468,58.1201,972.332,142.755,62.1397
006365:1033.71,102.693,144.768,1033.66,100.318,148.137,1031.46,105.394,146.922,1032.07,94.8079,147.331,1031.49,107.739,144.506,1036.74,83.2874,130.623,1030.79,109.859,123.619,1055.12,65.2424,120.418,1026.76,118.513,100.217,1107.22,53.6677,117.102,1012.87,126.116,79.8296,1033,82.9424,80.2281,1032.24,99.7107,76.5429,995.57,77.1271,51.918,1002.48,94.0925,48.7783,1012.08,93.16,24.0498,1020.79,106.443,16.2313,961.986,138.458,70.2331,974.986,148.942,72.7146,972.766,154.631,59.6472,964.14,145.057,62.248
006366:1028.66,102.75,144.451,1029.75,100.455,147.668,1026.27,105.464,146.589,1034.13,95.3812,146.74,1030.15,108.064,144.115,1043.32,84.0006,130.02,1033.48,110.436,123.396,1054.5,64.8638,120.359,1030.09,119.064,100.357,1088.55,51.2657,116.68,1016.61,126.696,80.7155,1042.8,84.1153,79.3279,1037.59,100.762,76.2873,1009.99,79.2744,50.7768,1006.84,96.021,48.9341,1029.29,95.1045,22.4332,1022.72,107.941,17.3844,965.715,139.891,72.1254,971.643,149.026,72.9336,974.168,156.682,63.3017,970.522,147.983,62.8909
006367:1033.41,103.562,144.689,1033.55,101.148,147.948,1030.77,106.261,146.834,1032.92,95.474,146.984,1031.01,108.433,144.343,1038.28,83.7979,130.056,1031.19,110.322,123.465,1057.7,65.6095,120.054,1026.62,118.7,100.427,1114.42,55.0366,117.95,1011.33,126.314,81.0008,1036.82,83.6992,79.3366,1034.2,100.515,76.2356,1004.83,79.0591,50.8374,1005.29,96.0933,48.7762,1024.37,94.7923,22.3578,1020.86,107.935,17.1995,973.416,142.767,73.7936,985.176,152.354,75.8597,976.05,159.235,64.8052,973.026,149.983,61.6772
006368:1028.31,103.311,143.912,1029.02,100.963,147.077,1025.08,105.963,146.08,1031.52,95.7268,146.126,1027.82,108.337,143.825,1041.46,84.5759,129.403,1032.39,110.661,123.456,1064.74,66.5391,119.488,1028.86,119.264,100.642,1120.99,55.9005,117.647,1011.95,127.087,81.3103,1045.82,85.1077,78.7844,1040.11,101.465,76.2963,1017.71,81.9426,49.5982,1008.03,97.4114,48.6576,1041.18,98.1287,20.0307,1019.82,108.657,17.4442,976.349,144.241,74.1605,979.952,152.73,74.642,971.959,161.377,68.3151,972.383,152.074,63.8871
